Flight No,Origin,Destination,Airline,Equipment,Type,o_iata,d_iata
6E6859,Mangalore,Bengaluru,IndiGo,A20N,D,IXE,BLR
6E687,Bengaluru,Udaipur,IndiGo,A320,D,BLR,UDR
6E6872,Hyderabad,Siliguri,IndiGo,A20N,D,HYD,IXB
6E6873,Siliguri,Hyderabad,IndiGo,A20N,D,IXB,HYD
6E6875,Bengaluru,Coimbatore,IndiGo,A20N,D,BLR,CJB
6E6876,Bengaluru,Pune,IndiGo,A21N,D,BLR,PNQ
6E6877,Pune,Bengaluru,IndiGo,A21N,D,PNQ,BLR
6E688,Bengaluru,Thiruvananthapuram,IndiGo,A20N,D,BLR,TRV
6E6884,Varanasi,Pune,IndiGo,A20N,D,VNS,PNQ
6E6892,Chennai,Bengaluru,IndiGo,A21N,D,MAA,BLR
6E6893,Ranchi,Kolkata,IndiGo,A20N,D,IXR,CCU
6E6894,Dibrugarh,Kolkata,IndiGo,A20N,D,DIB,CCU
6E6895,Raipur,Pune,IndiGo,A20N,D,RPR,PNQ
6E6897,Chennai,Hyderabad,IndiGo,A21N,D,MAA,HYD
6E6905,Pune,Raipur,IndiGo,A20N,D,PNQ,RPR
6E6907,Hyderabad,Kolkata,IndiGo,A21N,D,HYD,CCU
6E6908,Kolkata,Hyderabad,IndiGo,A21N,D,CCU,HYD
6E691,Thiruvananthapuram,Bengaluru,IndiGo,A21N,D,TRV,BLR
6E6911,Hyderabad,Bhubaneswar,IndiGo,A20N,D,HYD,BBI
6E6912,Bhubaneswar,Hyderabad,IndiGo,A20N,D,BBI,HYD
6E6915,Hyderabad,Indore,IndiGo,A21N,D,HYD,IDR
6E6916,Indore,Hyderabad,IndiGo,A20N,D,IDR,HYD
6E6918,Coimbatore,Chennai,IndiGo,A20N,D,CJB,MAA
6E6919,Bengaluru,Cochin,IndiGo,A20N,D,BLR,COK
6E6922,Cochin,Bengaluru,IndiGo,A20N,D,COK,BLR
6E6923,Bengaluru,Hyderabad,IndiGo,A20N,D,BLR,HYD
6E6925,Chennai,Hyderabad,IndiGo,A21N,D,MAA,HYD
6E6931,Mumbai,Kozhikode,IndiGo,A21N,D,BOM,CCJ
6E6932,Kozhikode,Mumbai,IndiGo,A21N,D,CCJ,BOM
6E6937,Mumbai,Allahabad,IndiGo,A20N,D,BOM,IXD
6E6938,Allahabad,Mumbai,IndiGo,A20N,D,IXD,BOM
6E694,Jaipur,Chennai,IndiGo,A21N,D,JAI,MAA
6E6941,Kolkata,Aizawl,IndiGo,A20N,D,CCU,AJL
6E6943,Goa,Pune,IndiGo,A20N,D,GOX,PNQ
6E6944,Pune,Goa,IndiGo,A20N,D,PNQ,GOX
6E6945,Ahmedabad,Srinagar,IndiGo,A20N,D,AMD,SXR
6E6946,Srinagar,Bengaluru,IndiGo,A20N,D,SXR,BLR
6E6947,Bengaluru,Srinagar,IndiGo,A20N,D,BLR,SXR
6E6948,Srinagar,Ahmedabad,IndiGo,A20N,D,SXR,AMD
6E695,Hyderabad,Cochin,IndiGo,A20N,D,HYD,COK
6E6956,Aizawl,Kolkata,IndiGo,A20N,D,AJL,CCU
6E6959,Thiruvananthapuram,Chennai,IndiGo,A20N,D,TRV,MAA
6E696,Mumbai,Bengaluru,IndiGo,A21N,D,BOM,BLR
6E6961,Kolkata,Srinagar,IndiGo,A20N,D,CCU,SXR
6E6962,Srinagar,Kolkata,IndiGo,A20N,D,SXR,CCU
6E6966,Guwahati,Kolkata,IndiGo,A20N,D,GAU,CCU
6E6968,Lucknow,Ahmedabad,IndiGo,A20N,D,LKO,AMD
6E6973,Goa,Hyderabad,IndiGo,A20N,D,GOX,HYD
6E6974,Hyderabad,Goa,IndiGo,A20N,D,HYD,GOX
6E6975,Goa,Chennai,IndiGo,A20N,D,GOX,MAA
6E698,Chennai,Delhi,IndiGo,A21N,D,MAA,DEL
6E699,Ahmedabad,Pune,IndiGo,A20N,D,AMD,PNQ
6E6992,Bengaluru,Coimbatore,IndiGo,A20N,D,BLR,CJB
6E7002,Kozhikode,Chennai,IndiGo,AT76,D,CCJ,MAA
6E701,Indore,Bengaluru,IndiGo,A20N,D,IDR,BLR
6E7014,Agartala,Kolkata,IndiGo,AT76,D,IXA,CCU
6E702,Cochin,Bengaluru,IndiGo,A20N,D,COK,BLR
6E702,Bengaluru,Bhubaneswar,IndiGo,A20N,D,BLR,BBI
6E7028,Chennai,Tiruchirapalli,IndiGo,AT76,D,MAA,TRZ
6E703,Bhubaneswar,Bengaluru,IndiGo,A20N,D,BBI,BLR
6E703,Bengaluru,Cochin,IndiGo,A20N,D,BLR,COK
6E7031,Jaipur,Ahmedabad,IndiGo,AT76,D,JAI,AMD
6E7046,Vijayawada,Chennai,IndiGo,AT76,D,VGA,MAA
6E7047,Hyderabad,Tirupati,IndiGo,AT76,D,HYD,TIR
6E7048,Tirupati,Hyderabad,IndiGo,AT76,D,TIR,HYD
6E7067,Hyderabad,Kozhikode,IndiGo,AT76,D,HYD,CCJ
6E7068,Hubli,Pune,IndiGo,AT76,D,HBX,PNQ
6E7069,Pune,Hubli,IndiGo,AT76,D,PNQ,HBX
6E7071,Bengaluru,Vijayawada,IndiGo,AT76,D,BLR,VGA
6E7072,Vijayawada,Bengaluru,IndiGo,AT76,D,VGA,BLR
6E7074,Ahmedabad,Jodhpur,IndiGo,AT76,D,AMD,JDH
6E7075,Jodhpur,Ahmedabad,IndiGo,AT76,D,JDH,AMD
6E708,Lucknow,Mumbai,IndiGo,A20N,D,LKO,BOM
6E7084,Chennai,Vijayawada,IndiGo,AT76,D,MAA,VGA
6E7087,Kolkata,Jharsuguda,IndiGo,AT76,D,CCU,JRG
6E7088,Jharsuguda,Kolkata,IndiGo,AT76,D,JRG,CCU
6E7089,Kolkata,Agartala,IndiGo,AT76,D,CCU,IXA
6E7091,Chennai,Kozhikode,IndiGo,AT76,D,MAA,CCJ
6.00E+71,Delhi,Riyadh,IndiGo,A20N,I,DEL,RUH
6E7101,Tiruchirapalli,Chennai,IndiGo,AT76,D,TRZ,MAA
6E7103,Hyderabad,Mangalore,IndiGo,AT76,D,HYD,IXE
6E7104,Hyderabad,Jagdalpur,IndiGo,AT76,D,HYD,JGB
6E7105,Jagdalpur,Hyderabad,IndiGo,AT76,D,JGB,HYD
6E7107,Bengaluru,Rajahmundry,IndiGo,AT76,D,BLR,RJA
6E7113,Rajahmundry,Bengaluru,IndiGo,AT76,D,RJA,BLR
6E7114,Ahmedabad,Jaipur,IndiGo,AT76,D,AMD,JAI
6E7115,Ahmedabad,Nashik,IndiGo,AT76,D,AMD,ISK
6E7116,Darbhanga,Kolkata,IndiGo,AT76,D,DBR,CCU
6E7117,Bhubaneswar,Kolkata,IndiGo,AT76,D,BBI,CCU
6E7118,Hyderabad,Rajahmundry,IndiGo,AT76,D,HYD,RJA
6E7119,Rajahmundry,Hyderabad,IndiGo,AT76,D,RJA,HYD
6E712,Goa,Hyderabad,IndiGo,A20N,D,GOI,HYD
6E7121,Hyderabad,Bhopal,IndiGo,AT76,D,HYD,BHO
6E7122,Bhopal,Hyderabad,IndiGo,AT76,D,BHO,HYD
6E7123,Hyderabad,Rajahmundry,IndiGo,AT76,D,HYD,RJA
6E7126,Hyderabad,Mysore,IndiGo,AT76,D,HYD,MYQ
6E713,Kolkata,Patna,IndiGo,A20N,D,CCU,PAT
6E7131,Ahmedabad,Jaipur,IndiGo,AT76,D,AMD,JAI
6E7132,Kozhikode,Hyderabad,IndiGo,AT76,D,CCJ,HYD
6E7133,Vijayawada,Bengaluru,IndiGo,AT76,D,VGA,BLR
6E7134,Bengaluru,Vijayawada,IndiGo,AT76,D,BLR,VGA
6E7135,Madurai,Chennai,IndiGo,AT76,D,IXM,MAA
6E7136,Hyderabad,Nashik,IndiGo,AT76,D,HYD,ISK
6E7137,Nashik,Hyderabad,IndiGo,AT76,D,ISK,HYD
6E7138,Jaipur,Ahmedabad,IndiGo,AT76,D,JAI,AMD
6E7139,Vijayawada,Chennai,IndiGo,AT76,D,VGA,MAA
6E7141,Mysore,Hyderabad,IndiGo,AT76,D,MYQ,HYD
6E7145,Ahmedabad,Jaipur,IndiGo,AT76,D,AMD,JAI
6E7147,Aurangabad,Hyderabad,IndiGo,AT76,D,IXU,HYD
6E715,Kolkata,Jaipur,IndiGo,A20N,D,CCU,JAI
6E7151,Tiruchirapalli,Chennai,IndiGo,AT76,D,TRZ,MAA
6E7152,Hyderabad,Vijayawada,IndiGo,AT76,D,HYD,VGA
6E7153,Vijayawada,Hyderabad,IndiGo,AT76,D,VGA,HYD
6E7155,Imphal,Kolkata,IndiGo,AT76,D,IMF,CCU
6E7156,Delhi,Pantnagar,IndiGo,AT76,D,DEL,PGH
6E7157,Pantnagar,Delhi,IndiGo,AT76,D,PGH,DEL
6E7159,Hyderabad,Aurangabad,IndiGo,AT76,D,HYD,IXU
6E7162,Bengaluru,Hubli,IndiGo,AT76,D,BLR,HBX
6E7164,Mangalore,Hyderabad,IndiGo,AT76,D,IXE,HYD
6E7165,Bengaluru,Tiruchirapalli,IndiGo,AT76,D,BLR,TRZ
6E7166,Tiruchirapalli,Bengaluru,IndiGo,AT76,D,TRZ,BLR
6E7167,Chennai,Madurai,IndiGo,AT76,D,MAA,IXM
6E7168,Indore,Ahmedabad,IndiGo,AT76,D,IDR,AMD
6E7169,Nagpur,Ahmedabad,IndiGo,AT76,D,NAG,AMD
6E7171,Bengaluru,Madurai,IndiGo,AT76,D,BLR,IXM
6E7173,Ahmedabad,Indore,IndiGo,AT76,D,AMD,IDR
6E7174,Kolkata,Gorakhpur,IndiGo,AT76,D,CCU,GOP
6E7175,Indore,Ahmedabad,IndiGo,AT76,D,IDR,AMD
6E7178,Kannur,Hyderabad,IndiGo,AT76,D,CNN,HYD
6E7179,Chennai,Tuticorin,IndiGo,AT76,D,MAA,TCR
6E718,Bhubaneswar,Hyderabad,IndiGo,A20N,D,BBI,HYD
6E7181,Chennai,Kannur,IndiGo,AT76,D,MAA,CNN
6E7182,Kannur,Chennai,IndiGo,AT76,D,CNN,MAA
6E7183,Chennai,Madurai,IndiGo,AT76,D,MAA,IXM
6E7185,Chennai,Madurai,IndiGo,AT76,D,MAA,IXM
6E7186,Tuticorin,Chennai,IndiGo,AT76,D,TCR,MAA
6E7187,Ahmedabad,Indore,IndiGo,AT76,D,AMD,IDR
6E7188,Tuticorin,Chennai,IndiGo,AT76,D,TCR,MAA
6E7191,Chennai,Tiruchirapalli,IndiGo,AT76,D,MAA,TRZ
6E7193,Chennai,Tuticorin,IndiGo,AT76,D,MAA,TCR
6E7194,Madurai,Chennai,IndiGo,AT76,D,IXM,MAA
6E7196,Madurai,Chennai,IndiGo,AT76,D,IXM,MAA
6E7197,Chennai,Kozhikode,IndiGo,AT76,D,MAA,CCJ
6E7199,Chennai,Tiruchirapalli,IndiGo,AT76,D,MAA,TRZ
6.00E+72,Riyadh,Delhi,IndiGo,A20N,I,RUH,DEL
6E7201,Hyderabad,Vijayawada,IndiGo,AT76,D,HYD,VGA
6E7203,Vijayawada,Bengaluru,IndiGo,AT76,D,VGA,BLR
6E7204,Bengaluru,Vijayawada,IndiGo,AT76,D,BLR,VGA
6E7206,Vijayawada,Hyderabad,IndiGo,AT76,D,VGA,HYD
6E7207,Bengaluru,Madurai,IndiGo,AT76,D,BLR,IXM
6E7208,Hyderabad,Vijayawada,IndiGo,AT76,D,HYD,VGA
6E7209,Vijayawada,Hyderabad,IndiGo,AT76,D,VGA,HYD
6E721,Pune,Amritsar,IndiGo,A20N,D,PNQ,ATQ
6E7211,Hyderabad,Vijayawada,IndiGo,AT76,D,HYD,VGA
6E7212,Mangalore,Chennai,IndiGo,AT76,D,IXE,MAA
6E7213,Hyderabad,Vijayawada,IndiGo,AT76,D,HYD,VGA
6E7214,Vijayawada,Hyderabad,IndiGo,AT76,D,VGA,HYD
6E7215,Kolkata,Raipur,IndiGo,AT76,D,CCU,RPR
6E7216,Raipur,Kolkata,IndiGo,AT76,D,RPR,CCU
6E7217,Jaipur,Ahmedabad,IndiGo,AT76,D,JAI,AMD
6E7219,Nashik,Ahmedabad,IndiGo,AT76,D,ISK,AMD
6E7223,Madurai,Bengaluru,IndiGo,AT76,D,IXM,BLR
6E7224,Bengaluru,Vijayawada,IndiGo,AT76,D,BLR,VGA
6E7225,Hyderabad,Kannur,IndiGo,AT76,D,HYD,CNN
6E7226,Bengaluru,Belgaum,IndiGo,AT76,D,BLR,IXG
6E7227,Bengaluru,Hubli,IndiGo,AT76,D,BLR,HBX
6E7228,Hyderabad,Rajahmundry,IndiGo,AT76,D,HYD,RJA
6E7229,Rajahmundry,Hyderabad,IndiGo,AT76,D,RJA,HYD
6E723,Kolkata,Chennai,IndiGo,A21N,D,CCU,MAA
6E7231,Bengaluru,Rajahmundry,IndiGo,AT76,D,BLR,RJA
6E7232,Rajahmundry,Bengaluru,IndiGo,AT76,D,RJA,BLR
6E7233,Hubli,Bengaluru,IndiGo,AT76,D,HBX,BLR
6E7234,Kolkata,Darbhanga,IndiGo,AT76,D,CCU,DBR
6E7235,Ranchi,Kolkata,IndiGo,AT76,D,IXR,CCU
6E7236,Bengaluru,Tiruchirapalli,IndiGo,AT76,D,BLR,TRZ
6E7237,Mysore,Chennai,IndiGo,AT76,D,MYQ,MAA
6E7238,Chennai,Tiruchirapalli,IndiGo,AT76,D,MAA,TRZ
6E7239,Belgaum,Bengaluru,IndiGo,AT76,D,IXG,BLR
6E724,Goa,Chandigarh,IndiGo,A20N,D,GOI,IXC
6E7241,Mangalore,Hyderabad,IndiGo,AT76,D,IXE,HYD
6E7242,Tiruchirapalli,Chennai,IndiGo,AT76,D,TRZ,MAA
6E7245,Tiruchirapalli,Bengaluru,IndiGo,AT76,D,TRZ,BLR
6E7246,Nagpur,Ahmedabad,IndiGo,AT76,D,NAG,AMD
6E7247,Ahmedabad,Nagpur,IndiGo,AT76,D,AMD,NAG
6E7248,Hyderabad,Raipur,IndiGo,AT76,D,HYD,RPR
6E7249,Raipur,Hyderabad,IndiGo,AT76,D,RPR,HYD
6E7252,Hyderabad,Aurangabad,IndiGo,AT76,D,HYD,IXU
6E7253,Madurai,Chennai,IndiGo,AT76,D,IXM,MAA
6E7255,Kannur,Cochin,IndiGo,AT76,D,CNN,COK
6E7255,Cochin,Thiruvananthapuram,IndiGo,AT76,D,COK,TRV
6E7256,Thiruvananthapuram,Cochin,IndiGo,AT76,D,TRV,COK
6E7256,Cochin,Kannur,IndiGo,AT76,D,COK,CNN
6E7257,Madurai,Bengaluru,IndiGo,AT76,D,IXM,BLR
6E7258,Bengaluru,Madurai,IndiGo,AT76,D,BLR,IXM
6E7259,Aurangabad,Hyderabad,IndiGo,AT76,D,IXU,HYD
6E7261,Ahmedabad,Jaipur,IndiGo,AT76,D,AMD,JAI
6E7262,Chennai,Rajahmundry,IndiGo,AT76,D,MAA,RJA
6E7264,Tuticorin,Chennai,IndiGo,AT76,D,TCR,MAA
6E7268,Tiruchirapalli,Chennai,IndiGo,AT76,D,TRZ,MAA
6E7269,Kadapa,Chennai,IndiGo,AT76,D,CDP,MAA
6E7271,Bengaluru,Agatti,IndiGo,AT76,D,BLR,AGX
6E7272,Agatti,Bengaluru,IndiGo,AT76,D,AGX,BLR
6E7276,Jaipur,Ahmedabad,IndiGo,AT76,D,JAI,AMD
6E728,Cochin,Bengaluru,IndiGo,A320,D,COK,BLR
6E7282,Chennai,Kadapa,IndiGo,AT76,D,MAA,CDP
6E7283,Hyderabad,Vijayawada,IndiGo,AT76,D,HYD,VGA
6E7284,Vijayawada,Hyderabad,IndiGo,AT76,D,VGA,HYD
6E7285,Bengaluru,Belgaum,IndiGo,AT76,D,BLR,IXG
6E7286,Belgaum,Bengaluru,IndiGo,AT76,D,IXG,BLR
6E7287,Kozhikode,Chennai,IndiGo,AT76,D,CCJ,MAA
6E7289,Rajahmundry,Hyderabad,IndiGo,AT76,D,RJA,HYD
6E7292,Bhopal,Ahmedabad,IndiGo,AT76,D,BHO,AMD
6E7295,Ahmedabad,Rajkot,IndiGo,AT76,D,AMD,HSR
6E7296,Rajkot,Ahmedabad,IndiGo,AT76,D,HSR,AMD
6E7297,Vijayawada,Hyderabad,IndiGo,AT76,D,VGA,HYD
6E7298,Chennai,Tiruchirapalli,IndiGo,AT76,D,MAA,TRZ
6E7301,Chennai,Madurai,IndiGo,AT76,D,MAA,IXM
6E7304,Kolkata,Shillong,IndiGo,AT76,D,CCU,SHL
6E7306,Gorakhpur,Kolkata,IndiGo,AT76,D,GOP,CCU
6E7307,Hyderabad,Jabalpur,IndiGo,AT76,D,HYD,JLR
6E7308,Jabalpur,Hyderabad,IndiGo,AT76,D,JLR,HYD
6E7309,Shillong,Kolkata,IndiGo,AT76,D,SHL,CCU
6E731,Chennai,Coimbatore,IndiGo,A20N,D,MAA,CJB
6E7311,Hyderabad,Rajahmundry,IndiGo,AT76,D,HYD,RJA
6E7312,Rajahmundry,Hyderabad,IndiGo,AT76,D,RJA,HYD
6E7324,Delhi,Pantnagar,IndiGo,AT76,D,DEL,PGH
6E7325,Pantnagar,Delhi,IndiGo,AT76,D,PGH,DEL
6E7334,Rajahmundry,Chennai,IndiGo,AT76,D,RJA,MAA
6E7339,Chennai,Tuticorin,IndiGo,AT76,D,MAA,TCR
6E7345,Mangalore,Chennai,IndiGo,AT76,D,IXE,MAA
6E7346,Chennai,Mangalore,IndiGo,AT76,D,MAA,IXE
6E7347,Tiruchirapalli,Chennai,IndiGo,AT76,D,TRZ,MAA
6E7348,Chennai,Tiruchirapalli,IndiGo,AT76,D,MAA,TRZ
6E735,Bengaluru,Delhi,IndiGo,A21N,D,BLR,DEL
6E7357,Madurai,Bengaluru,IndiGo,AT76,D,IXM,BLR
6E7365,Tiruchirapalli,Chennai,IndiGo,AT76,D,TRZ,MAA
6E7378,Hubli,Bengaluru,IndiGo,AT76,D,HBX,BLR
6E7385,Bengaluru,Madurai,IndiGo,AT76,D,BLR,IXM
6E7387,Tirupati,Hyderabad,IndiGo,AT76,D,TIR,HYD
6E7389,Madurai,Bengaluru,IndiGo,AT76,D,IXM,BLR
6E7391,Hyderabad,Vijayawada,IndiGo,AT76,D,HYD,VGA
6E7392,Vijayawada,Hyderabad,IndiGo,AT76,D,VGA,HYD
6E7411,Chennai,Vijayawada,IndiGo,AT76,D,MAA,VGA
6E7416,Hubli,Hyderabad,IndiGo,AT76,D,HBX,HYD
6E7417,Hyderabad,Hubli,IndiGo,AT76,D,HYD,HBX
6E742,Cochin,Hyderabad,IndiGo,A20N,D,COK,HYD
6E7423,Vijayawada,Bengaluru,IndiGo,AT76,D,VGA,BLR
6E743,Hyderabad,Goa,IndiGo,A21N,D,HYD,GOI
6E744,Goa,Hyderabad,IndiGo,A21N,D,GOI,HYD
6E7445,Bengaluru,Kolhapur,IndiGo,AT76,D,BLR,KLH
6E7446,Kannur,Bengaluru,IndiGo,AT76,D,CNN,BLR
6E7447,Bengaluru,Kannur,IndiGo,AT76,D,BLR,CNN
6E7448,Kolhapur,Bengaluru,IndiGo,AT76,D,KLH,BLR
6E7452,Hyderabad,Nagpur,IndiGo,AT76,D,HYD,NAG
6E7455,Aurangabad,Ahmedabad,IndiGo,AT76,D,IXU,AMD
6E7456,Ahmedabad,Aurangabad,IndiGo,AT76,D,AMD,IXU
6E746,Guwahati,Pune,IndiGo,A20N,D,GAU,PNQ
6E747,Bengaluru,Indore,IndiGo,A20N,D,BLR,IDR
6E7477,Hyderabad,Rajahmundry,IndiGo,AT76,D,HYD,RJA
6E7483,Delhi,Dharamsala,IndiGo,AT76,D,DEL,DHM
6E7484,Dharamsala,Delhi,IndiGo,AT76,D,DHM,DEL
6E7485,Delhi,Dharamsala,IndiGo,AT76,D,DEL,DHM
6E7486,Dharamsala,Delhi,IndiGo,AT76,D,DHM,DEL
6E7488,Tuticorin,Bengaluru,IndiGo,AT76,D,TCR,BLR
6E7496,Bengaluru,Tuticorin,IndiGo,AT76,D,BLR,TCR
6.00E+75,Ahmedabad,Jeddah,IndiGo,A21N,I,AMD,JED
6E7502,Ahmedabad,Nagpur,IndiGo,AT76,D,AMD,NAG
6E751,Ahmedabad,Kolkata,IndiGo,A20N,D,AMD,CCU
6E751,Kolkata,Siliguri,IndiGo,A20N,D,CCU,IXB
6E7511,Belgaum,Hyderabad,IndiGo,AT76,D,IXG,HYD
6E7512,Hyderabad,Belgaum,IndiGo,AT76,D,HYD,IXG
6E7515,Chennai,Madurai,IndiGo,AT76,D,MAA,IXM
6E752,Jaipur,Hyderabad,IndiGo,A21N,D,JAI,HYD
6E752,Hyderabad,Coimbatore,IndiGo,A21N,D,HYD,CJB
6E7532,Hyderabad,Tirupati,IndiGo,AT76,D,HYD,TIR
6E7545,Hyderabad,Rajahmundry,IndiGo,AT76,D,HYD,RJA
6E7547,Rajahmundry,Hyderabad,IndiGo,AT76,D,RJA,HYD
6E7548,Nagpur,Hyderabad,IndiGo,AT76,D,NAG,HYD
6E7548,Hyderabad,Tirupati,IndiGo,AT76,D,HYD,TIR
6E7549,Hyderabad,Mangalore,IndiGo,AT76,D,HYD,IXE
6E756,Indore,Chennai,IndiGo,A21N,D,IDR,MAA
6E7561,Kolkata,Ranchi,IndiGo,AT76,D,CCU,IXR
6E7562,Ranchi,Kolkata,IndiGo,AT76,D,IXR,CCU
6E7563,Tirupati,Hyderabad,IndiGo,AT76,D,TIR,HYD
6E7563,Hyderabad,Kolhapur,IndiGo,AT76,D,HYD,KLH
6E7564,Kolhapur,Hyderabad,IndiGo,AT76,D,KLH,HYD
6E7564,Hyderabad,Tirupati,IndiGo,AT76,D,HYD,TIR
6E7567,Rajahmundry,Hyderabad,IndiGo,AT76,D,RJA,HYD
6E7568,Ahmedabad,Bhopal,IndiGo,AT76,D,AMD,BHO
6E757,Kolkata,Bengaluru,IndiGo,A21N,D,CCU,BLR
6E7581,Bhopal,Ahmedabad,IndiGo,AT76,D,BHO,AMD
6E7582,Ahmedabad,Bhopal,IndiGo,AT76,D,AMD,BHO
6E7583,Kolkata,Bhubaneswar,IndiGo,AT76,D,CCU,BBI
6E7584,Bhubaneswar,Kolkata,IndiGo,AT76,D,BBI,CCU
6E7586,Bengaluru,Madurai,IndiGo,AT76,D,BLR,IXM
6E7587,Madurai,Bengaluru,IndiGo,AT76,D,IXM,BLR
6E7592,Chennai,Madurai,IndiGo,AT76,D,MAA,IXM
6E7593,Madurai,Chennai,IndiGo,AT76,D,IXM,MAA
6.00E+76,Jeddah,Ahmedabad,IndiGo,A21N,I,JED,AMD
6E7603,Chennai,Mysore,IndiGo,AT76,D,MAA,MYQ
6E7605,Chennai,Tuticorin,IndiGo,AT76,D,MAA,TCR
6E7606,Tuticorin,Chennai,IndiGo,AT76,D,TCR,MAA
6E7617,Bengaluru,Tiruchirapalli,IndiGo,AT76,D,BLR,TRZ
6E7618,Tiruchirapalli,Bengaluru,IndiGo,AT76,D,TRZ,BLR
6E762,Mumbai,Delhi,IndiGo,A21N,D,BOM,DEL
6E7623,Kolkata,Bhubaneswar,IndiGo,AT76,D,CCU,BBI
6E764,Coimbatore,Hyderabad,IndiGo,A20N,D,CJB,HYD
6E7674,Kolkata,Ranchi,IndiGo,AT76,D,CCU,IXR
6E7678,Chennai,Salem,IndiGo,AT76,D,MAA,SXV
6E7679,Salem,Chennai,IndiGo,AT76,D,SXV,MAA
6E7684,Madurai,Chennai,IndiGo,AT76,D,IXM,MAA
6E7694,Tirupati,Hyderabad,IndiGo,AT76,D,TIR,HYD
6E7694,Hyderabad,Nagpur,IndiGo,AT76,D,HYD,NAG
6E7695,Nagpur,Hyderabad,IndiGo,AT76,D,NAG,HYD
6E7696,Hyderabad,Gondia,IndiGo,AT76,D,HYD,GDB
6E7697,Gondia,Hyderabad,IndiGo,AT76,D,GDB,HYD
6E7701,Bengaluru,Vijayawada,IndiGo,AT76,D,BLR,VGA
6E7704,Vijayawada,Bengaluru,IndiGo,AT76,D,VGA,BLR
6E771,Kolkata,Bengaluru,IndiGo,A21N,D,CCU,BLR
6E7711,Bengaluru,Tiruchirapalli,IndiGo,AT76,D,BLR,TRZ
6E7712,Tiruchirapalli,Bengaluru,IndiGo,AT76,D,TRZ,BLR
6E7713,Kolkata,Imphal,IndiGo,AT76,D,CCU,IMF
6E7725,Ahmedabad,Indore,IndiGo,AT76,D,AMD,IDR
6E7726,Indore,Ahmedabad,IndiGo,AT76,D,IDR,AMD
6E7727,Chennai,Mangalore,IndiGo,AT76,D,MAA,IXE
6E7728,Bengaluru,Kannur,IndiGo,AT76,D,BLR,CNN
6E7729,Kannur,Bengaluru,IndiGo,AT76,D,CNN,BLR
6E7731,Bengaluru,Shivamogga,IndiGo,AT76,D,BLR,RQY
6E7732,Shivamogga,Bengaluru,IndiGo,AT76,D,RQY,BLR
6E7735,Bengaluru,Tuticorin,IndiGo,AT76,D,BLR,TCR
6E7736,Tuticorin,Bengaluru,IndiGo,AT76,D,TCR,BLR
6E7737,Bengaluru,Tirupati,IndiGo,AT76,D,BLR,TIR
6E7738,Tirupati,Bengaluru,IndiGo,AT76,D,TIR,BLR
6E781,Delhi,Bengaluru,IndiGo,A21N,D,DEL,BLR
6E782,Chennai,Coimbatore,IndiGo,A20N,D,MAA,CJB
6E783,Visakhapatnam,Hyderabad,IndiGo,A20N,D,VTZ,HYD
6E784,Jaipur,Kolkata,IndiGo,A20N,D,JAI,CCU
6E7917,Bengaluru,Salem,IndiGo,AT76,D,BLR,SXV
6E7918,Salem,Bengaluru,IndiGo,AT76,D,SXV,BLR
6E7919,Hyderabad,Salem,IndiGo,AT76,D,HYD,SXV
6E7923,Salem,Hyderabad,IndiGo,AT76,D,SXV,HYD
6E7939,Kolkata,Deoghar,IndiGo,AT76,D,CCU,DGH
6E794,Ahmedabad,Pune,IndiGo,A20N,D,AMD,PNQ
6E7946,Deoghar,Kolkata,IndiGo,AT76,D,DGH,CCU
6E796,Chennai,Bengaluru,IndiGo,A20N,D,MAA,BLR
6E7966,Ahmedabad,Diu,IndiGo,AT76,D,AMD,DIU
6E7969,Diu,Ahmedabad,IndiGo,AT76,D,DIU,AMD
6E798,Kolkata,Indore,IndiGo,A20N,D,CCU,IDR
6E801,Raipur,Kolkata,IndiGo,A20N,D,RPR,CCU
6E802,Mumbai,Port Blair,IndiGo,A20N,D,BOM,IXZ
6E803,Ahmedabad,Mumbai,IndiGo,A20N,D,AMD,BOM
6E8045,Kolkata,Hong Kong,IndiGo CarGo,A321,I,CCU,HKG
6E8046,Hong Kong,Kolkata,IndiGo CarGo,A321,I,HKG,CCU
6E8046,Kolkata,Mumbai,IndiGo CarGo,A321,D,CCU,BOM
6E805,Patna,Bengaluru,IndiGo,A20N,D,PAT,BLR
6E807,Bengaluru,Vadodara,IndiGo,A320,D,BLR,BDQ
6E808,Vadodara,Bengaluru,IndiGo,A320,D,BDQ,BLR
6E809,Goa,Mumbai,IndiGo,A20N,D,GOX,BOM
6.00E+81,Mumbai,Dammam,IndiGo,A21N,I,BOM,DMM
6E812,Nagpur,Kolkata,IndiGo,A20N,D,NAG,CCU
6E813,Goa,Indore,IndiGo,A320,D,GOI,IDR
6E814,Jodhpur,Hyderabad,IndiGo,A21N,D,JDH,HYD
6E815,Hyderabad,Jaipur,IndiGo,A20N,D,HYD,JAI
6E816,Jaipur,Hyderabad,IndiGo,A20N,D,JAI,HYD
6E819,Pune,Ahmedabad,IndiGo,A20N,D,PNQ,AMD
6.00E+82,Dammam,Mumbai,IndiGo,A21N,I,DMM,BOM
6E821,Amritsar,Mumbai,IndiGo,A20N,D,ATQ,BOM
6E822,Kolkata,Varanasi,IndiGo,A20N,D,CCU,VNS
6E823,Ahmedabad,Bengaluru,IndiGo,A320,D,AMD,BLR
