Flight No,Origin,Destination,Airline,Equipment,Type,o_iata,d_iata
6E597,Patna,Chennai,IndiGo,A20N,D,PAT,MAA
6E598,Hyderabad,Chennai,IndiGo,A21N,D,HYD,MAA
6E6002,Chennai,Delhi,IndiGo,A21N,D,MAA,DEL
6E6003,Bengaluru,Nagpur,IndiGo,A21N,D,BLR,NAG
6E6004,Kolkata,Delhi,IndiGo,A21N,D,CCU,DEL
6E6005,Chennai,Chandigarh,IndiGo,A20N,D,MAA,IXC
6E6007,Hyderabad,Chennai,IndiGo,A20N,D,HYD,MAA
6E6011,Coimbatore,Chennai,IndiGo,A20N,D,CJB,MAA
6E6011,Chennai,Guwahati,IndiGo,A20N,D,MAA,GAU
6E6012,Bengaluru,Chennai,IndiGo,A320,D,BLR,MAA
6E6016,Delhi,Mumbai,IndiGo,A21N,D,DEL,BOM
6E6017,Bengaluru,Chennai,IndiGo,A20N,D,BLR,MAA
6E602,Bengaluru,Cochin,IndiGo,A20N,D,BLR,COK
6E6022,Delhi,Mumbai,IndiGo,A21N,D,DEL,BOM
6E6024,Cochin,Chennai,IndiGo,A20N,D,COK,MAA
6E6025,Chennai,Cochin,IndiGo,A20N,D,MAA,COK
6E6028,Mumbai,Delhi,IndiGo,A21N,D,BOM,DEL
6E6031,Hyderabad,Delhi,IndiGo,A21N,D,HYD,DEL
6E6032,Bengaluru,Jodhpur,IndiGo,A20N,D,BLR,JDH
6E6033,Jodhpur,Bengaluru,IndiGo,A20N,D,JDH,BLR
6E6034,Bengaluru,Delhi,IndiGo,A21N,D,BLR,DEL
6E6035,Bengaluru,Allahabad,IndiGo,A20N,D,BLR,IXD
6E6036,Allahabad,Bengaluru,IndiGo,A20N,D,IXD,BLR
6E6038,Visakhapatnam,Kolkata,IndiGo,A21N,D,VTZ,CCU
6E6039,Bengaluru,Delhi,IndiGo,A320,D,BLR,DEL
6E6041,Chandigarh,Kolkata,IndiGo,A20N,D,IXC,CCU
6E6042,Ahmedabad,Delhi,SmartLynx,A320,D,AMD,DEL
6E6043,Hyderabad,Delhi,IndiGo,A21N,D,HYD,DEL
6E6044,Varanasi,Chennai,IndiGo,A20N,D,VNS,MAA
6E6045,Mumbai,Delhi,IndiGo,A21N,D,BOM,DEL
6E6047,Delhi,Mumbai,IndiGo,A21N,D,DEL,BOM
6E6049,Mumbai,Delhi,IndiGo,A21N,D,BOM,DEL
6E6051,Delhi,Chandigarh,IndiGo,A320,D,DEL,IXC
6E6052,Chandigarh,Delhi,IndiGo,A320,D,IXC,DEL
6E6054,Delhi,Bengaluru,IndiGo,A21N,D,DEL,BLR
6E6055,Pune,Bengaluru,IndiGo,A21N,D,PNQ,BLR
6E6057,Mumbai,Goa,IndiGo,A20N,D,BOM,GOX
6E606,Chennai,Kolkata,IndiGo,A21N,D,MAA,CCU
6E6061,Delhi,Chennai,IndiGo,A21N,D,DEL,MAA
6E6062,Hyderabad,Shirdi,IndiGo,A20N,D,HYD,SAG
6E6063,Shirdi,Hyderabad,IndiGo,A20N,D,SAG,HYD
6E6066,Hyderabad,Bengaluru,IndiGo,A20N,D,HYD,BLR
6E6067,Bengaluru,Hyderabad,IndiGo,A20N,D,BLR,HYD
6E6069,Agartala,Kolkata,IndiGo,A21N,D,IXA,CCU
6E607,Chennai,Pune,IndiGo,A320,D,MAA,PNQ
6E6075,Goa,Bengaluru,IndiGo,A320,D,GOX,BLR
6E6082,Mumbai,Delhi,IndiGo,A21N,D,BOM,DEL
6E6089,Visakhapatnam,Chennai,IndiGo,A20N,D,VTZ,MAA
6E6101,Bhubaneswar,Kolkata,IndiGo,A21N,D,BBI,CCU
6E6102,Dibrugarh,Kolkata,IndiGo,A20N,D,DIB,CCU
6E6103,Kolkata,Dibrugarh,IndiGo,A20N,D,CCU,DIB
6E6104,Bengaluru,Pune,IndiGo,A20N,D,BLR,PNQ
6E6107,Delhi,Mumbai,IndiGo,A21N,D,DEL,BOM
6E6109,Jammu,Ahmedabad,IndiGo,A20N,D,IXJ,AMD
6E611,Bhubaneswar,Bengaluru,IndiGo,A20N,D,BBI,BLR
6E6113,Chennai,Ranchi,IndiGo,A20N,D,MAA,IXR
6E6114,Delhi,Mumbai,IndiGo,A21N,D,DEL,BOM
6E6115,Delhi,Chennai,IndiGo,A21N,D,DEL,MAA
6E6116,Jaipur,Pune,IndiGo,A320,D,JAI,PNQ
6E6117,Pune,Jaipur,IndiGo,A320,D,PNQ,JAI
6E6127,Patna,Hyderabad,IndiGo,A20N,D,PAT,HYD
6E6129,Amritsar,Pune,IndiGo,A20N,D,ATQ,PNQ
6E613,Chennai,Delhi,IndiGo,A21N,D,MAA,DEL
6E6131,Delhi,Bengaluru,IndiGo,A21N,D,DEL,BLR
6E6132,Rajkot,Mumbai,IndiGo,A20N,D,HSR,BOM
6E6133,Mumbai,Rajkot,IndiGo,A20N,D,BOM,HSR
6E6134,Kolkata,Siliguri,IndiGo,A20N,D,CCU,IXB
6E6135,Siliguri,Kolkata,IndiGo,A20N,D,IXB,CCU
6E6136,Dehradun,Bengaluru,IndiGo,A20N,D,DED,BLR
6E6139,Kolkata,Lucknow,IndiGo,A20N,D,CCU,LKO
6E614,Chandigarh,Goa,IndiGo,A20N,D,IXC,GOI
6E6144,Bengaluru,Thiruvananthapuram,IndiGo,A20N,D,BLR,TRV
6E6147,Thiruvananthapuram,Bengaluru,IndiGo,A20N,D,TRV,BLR
6E6148,Goa,Mumbai,IndiGo,A20N,D,GOX,BOM
6E6149,Chennai,Thiruvananthapuram,IndiGo,A20N,D,MAA,TRV
6E615,Mumbai,Delhi,IndiGo,A21N,D,BOM,DEL
6E6151,Hyderabad,Chennai,IndiGo,A21N,D,HYD,MAA
6E6152,Kolkata,Ranchi,IndiGo,A20N,D,CCU,IXR
6E6153,Jorhat,Kolkata,IndiGo,A20N,D,JRH,CCU
6E6154,Kolkata,Hyderabad,IndiGo,A21N,D,CCU,HYD
6E6155,Dimapur,Kolkata,IndiGo,A20N,D,DMU,CCU
6E6157,Gaya,Kolkata,IndiGo,A320,D,GAY,CCU
6E6158,Chennai,Hyderabad,IndiGo,A21N,D,MAA,HYD
6E6159,Guwahati,Kolkata,IndiGo,A20N,D,GAU,CCU
6E6161,Mangalore,Bengaluru,IndiGo,A21N,D,IXE,BLR
6E6162,Bengaluru,Mangalore,IndiGo,A21N,D,BLR,IXE
6E6163,Goa,Bengaluru,IndiGo,A20N,D,GOX,BLR
6E6166,Lucknow,Hyderabad,IndiGo,A320,D,LKO,HYD
6E6167,Hyderabad,Lucknow,IndiGo,A20N,D,HYD,LKO
6E6168,Bengaluru,Goa,IndiGo,A20N,D,BLR,GOX
6E6169,Thiruvananthapuram,Chennai,IndiGo,A320,D,TRV,MAA
6E6171,Delhi,Thiruvananthapuram,IndiGo,A20N,D,DEL,TRV
6E6173,Kolkata,Agartala,IndiGo,A20N,D,CCU,IXA
6E6176,Bengaluru,Goa,IndiGo,A320,D,BLR,GOX
6E6178,Bengaluru,Hyderabad,IndiGo,A20N,D,BLR,HYD
6E618,Mumbai,Vadodara,IndiGo,A20N,D,BOM,BDQ
6E6182,Delhi,Kolkata,IndiGo,A21N,D,DEL,CCU
6E6183,Kolkata,Delhi,IndiGo,A21N,D,CCU,DEL
6E6188,Delhi,Bengaluru,IndiGo,A21N,D,DEL,BLR
6E619,Siliguri,Hyderabad,IndiGo,A20N,D,IXB,HYD
6E6193,Ahmedabad,Raipur,IndiGo,A20N,D,AMD,RPR
6E6194,Raipur,Ahmedabad,IndiGo,A20N,D,RPR,AMD
6.00E+62,Jeddah,Mumbai,IndiGo,A21N,I,JED,BOM
6E6202,Hyderabad,Delhi,IndiGo,A21N,D,HYD,DEL
6E6203,Guwahati,Delhi,IndiGo,A20N,D,GAU,DEL
6E6204,Bengaluru,Mumbai,IndiGo,A21N,D,BLR,BOM
6E6205,Delhi,Goa,IndiGo,A20N,D,DEL,GOI
6E6206,Kolkata,Mumbai,IndiGo,A21N,D,CCU,BOM
6E621,Hyderabad,Indore,IndiGo,A20N,D,HYD,IDR
6E6212,Delhi,Hyderabad,IndiGo,A21N,D,DEL,HYD
6E6214,Kolkata,Bhubaneswar,IndiGo,A21N,D,CCU,BBI
6E6215,Chennai,Hyderabad,IndiGo,A20N,D,MAA,HYD
6E6216,Chennai,Thiruvananthapuram,IndiGo,A320,D,MAA,TRV
6E6217,Delhi,Hyderabad,IndiGo,A21N,D,DEL,HYD
6E6218,Delhi,Mumbai,IndiGo,A21N,D,DEL,BOM
6E6219,Indore,Goa,IndiGo,A320,D,IDR,GOI
6E622,Nagpur,Mumbai,IndiGo,A21N,D,NAG,BOM
6E6223,Hyderabad,Patna,IndiGo,A20N,D,HYD,PAT
6E6224,Guwahati,Mumbai,IndiGo,A20N,D,GAU,BOM
6E6225,Chennai,Mumbai,IndiGo,A21N,D,MAA,BOM
6E6229,Hyderabad,Mumbai,IndiGo,A21N,D,HYD,BOM
6E623,Pune,Guwahati,IndiGo,A20N,D,PNQ,GAU
6E6239,Delhi,Chennai,IndiGo,A21N,D,DEL,MAA
6E624,Mumbai,Thiruvananthapuram,IndiGo,A320,D,BOM,TRV
6E6242,Hyderabad,Bhubaneswar,IndiGo,A320,D,HYD,BBI
6E6244,Ahmedabad,Lucknow,IndiGo,A320,D,AMD,LKO
6E6245,Kolkata,Delhi,IndiGo,A21N,D,CCU,DEL
6E6248,Delhi,Shirdi,SmartLynx,A320,D,DEL,SAG
6E6249,Ahmedabad,Delhi,IndiGo,A20N,D,AMD,DEL
6E625,Pune,Chennai,IndiGo,A20N,D,PNQ,MAA
6E6251,Kolkata,Bengaluru,IndiGo,A21N,D,CCU,BLR
6E6252,Hyderabad,Chandigarh,IndiGo,A21N,D,HYD,IXC
6E6253,Hyderabad,Srinagar,IndiGo,A20N,D,HYD,SXR
6E6254,Chandigarh,Hyderabad,IndiGo,A21N,D,IXC,HYD
6E6255,Srinagar,Hyderabad,IndiGo,A20N,D,SXR,HYD
6E626,Hyderabad,Visakhapatnam,IndiGo,A20N,D,HYD,VTZ
6E6261,Delhi,Ahmedabad,IndiGo,A20N,D,DEL,AMD
6E6262,Jaipur,Delhi,IndiGo,A20N,D,JAI,DEL
6E6269,Bengaluru,Chennai,IndiGo,A320,D,BLR,MAA
6E627,Mumbai,Dehradun,IndiGo,A20N,D,BOM,DED
6E6272,Ranchi,Pune,IndiGo,A20N,D,IXR,PNQ
6E6273,Bengaluru,Jaipur,IndiGo,A21N,D,BLR,JAI
6E6274,Mumbai,Aurangabad,IndiGo,A21N,D,BOM,IXU
6E6276,Patna,Bengaluru,IndiGo,A20N,D,PAT,BLR
6E6277,Bengaluru,Patna,IndiGo,A20N,D,BLR,PAT
6E628,Dehradun,Mumbai,IndiGo,A20N,D,DED,BOM
6E6281,Hyderabad,Delhi,IndiGo,A21N,D,HYD,DEL
6E6282,Delhi,Hyderabad,IndiGo,A21N,D,DEL,HYD
6E6283,Bengaluru,Mumbai,IndiGo,A21N,D,BLR,BOM
6E6284,Mumbai,Bengaluru,IndiGo,A21N,D,BOM,BLR
6E6287,Mumbai,Kolkata,IndiGo,A21N,D,BOM,CCU
6E6288,Chennai,Bengaluru,IndiGo,A21N,D,MAA,BLR
6E6288,Bengaluru,Amritsar,IndiGo,A21N,D,BLR,ATQ
6E6289,Vadodara,Mumbai,IndiGo,A20N,D,BDQ,BOM
6E629,Thiruvananthapuram,Mumbai,IndiGo,A320,D,TRV,BOM
6E6298,Goa,Bengaluru,IndiGo,A21N,D,GOX,BLR
6.00E+63,Delhi,Jeddah,IndiGo,A21N,I,DEL,JED
6E6305,Hyderabad,Port Blair,IndiGo,A20N,D,HYD,IXZ
6E6306,Port Blair,Hyderabad,IndiGo,A20N,D,IXZ,HYD
6E6309,Chennai,Guwahati,IndiGo,A320,D,MAA,GAU
6E631,Bhubaneswar,Hyderabad,IndiGo,A20N,D,BBI,HYD
6E6314,Kolkata,Bengaluru,IndiGo,A21N,D,CCU,BLR
6E6315,Coimbatore,Chennai,IndiGo,A21N,D,CJB,MAA
6E6318,Delhi,Mumbai,IndiGo,A21N,D,DEL,BOM
6E6319,Gorakhpur,Hyderabad,IndiGo,A21N,D,GOP,HYD
6E6319,Hyderabad,Bengaluru,IndiGo,A21N,D,HYD,BLR
6E632,Mumbai,Ahmedabad,IndiGo,A320,D,BOM,AMD
6E6328,Delhi,Mumbai,IndiGo,A21N,D,DEL,BOM
6E633,Goa,Bengaluru,IndiGo,A20N,D,GOI,BLR
6E6336,Bengaluru,Visakhapatnam,IndiGo,A320,D,BLR,VTZ
6E6339,Kolkata,Dimapur,IndiGo,A20N,D,CCU,DMU
6E634,Kolkata,Goa,IndiGo,A20N,D,CCU,GOI
6E6341,Delhi,Chennai,IndiGo,A21N,D,DEL,MAA
6E6342,Guwahati,Mumbai,IndiGo,A320,D,GAU,BOM
6E6344,Dehradun,Kolkata,IndiGo,A20N,D,DED,CCU
6E6344,Kolkata,Guwahati,IndiGo,A20N,D,CCU,GAU
6E6345,Ahmedabad,Goa,IndiGo,A20N,D,AMD,GOI
6E635,Mumbai,Cochin,IndiGo,A20N,D,BOM,COK
6E6353,Bengaluru,Lucknow,IndiGo,A320,D,BLR,LKO
6E6354,Lucknow,Bengaluru,IndiGo,A320,D,LKO,BLR
6E6356,Bengaluru,Port Blair,IndiGo,A20N,D,BLR,IXZ
6E6357,Port Blair,Bengaluru,IndiGo,A20N,D,IXZ,BLR
6E6358,Kolkata,Delhi,IndiGo,A21N,D,CCU,DEL
6E6359,Pune,Kolkata,IndiGo,A20N,D,PNQ,CCU
6E636,Cochin,Hyderabad,IndiGo,A20N,D,COK,HYD
6E6362,Gorakhpur,Delhi,IndiGo,A20N,D,GOP,DEL
6E637,Hyderabad,Cochin,IndiGo,A20N,D,HYD,COK
6E6372,Hyderabad,Delhi,IndiGo,A21N,D,HYD,DEL
6E6374,Chennai,Ahmedabad,IndiGo,A21N,D,MAA,AMD
6E6375,Ahmedabad,Chandigarh,IndiGo,A20N,D,AMD,IXC
6E638,Bengaluru,Hyderabad,IndiGo,A21N,D,BLR,HYD
6E6381,Chennai,Jaipur,IndiGo,A21N,D,MAA,JAI
6E6385,Bengaluru,Chandigarh,IndiGo,A20N,D,BLR,IXC
6E6391,Ahmedabad,Cochin,IndiGo,A20N,D,AMD,COK
6E6392,Cochin,Ahmedabad,IndiGo,A20N,D,COK,AMD
6E6395,Chandigarh,Ahmedabad,IndiGo,A320,D,IXC,AMD
6E6396,Port Blair,Kolkata,IndiGo,A20N,D,IXZ,CCU
6.00E+64,Jeddah,Delhi,IndiGo,A21N,I,JED,DEL
6E6401,Bengaluru,Delhi,IndiGo,A21N,D,BLR,DEL
6E6404,Bengaluru,Hyderabad,IndiGo,A320,D,BLR,HYD
6E6405,Hyderabad,Bengaluru,IndiGo,A320,D,HYD,BLR
6E6406,Bengaluru,Delhi,IndiGo,A21N,D,BLR,DEL
6E641,Mumbai,Chandigarh,IndiGo,A20N,D,BOM,IXC
6E6414,Varanasi,Ahmedabad,IndiGo,A20N,D,VNS,AMD
6E6415,Delhi,Kolkata,IndiGo,A21N,D,DEL,CCU
6E6417,Darbhanga,Hyderabad,IndiGo,A20N,D,DBR,HYD
6E6417,Hyderabad,Bengaluru,IndiGo,A20N,D,HYD,BLR
6E6418,Ahmedabad,Goa,IndiGo,A20N,D,AMD,GOX
6E6419,Goa,Ahmedabad,IndiGo,A20N,D,GOX,AMD
6E642,Chandigarh,Mumbai,IndiGo,A20N,D,IXC,BOM
6E6421,Coimbatore,Hyderabad,IndiGo,A20N,D,CJB,HYD
6E6422,Ahmedabad,Bengaluru,IndiGo,A21N,D,AMD,BLR
6E6423,Bengaluru,Ahmedabad,IndiGo,A320,D,BLR,AMD
6E6424,Hyderabad,Coimbatore,IndiGo,A20N,D,HYD,CJB
6E6433,Bengaluru,Delhi,IndiGo,A21N,D,BLR,DEL
6E6438,Kolkata,Bengaluru,IndiGo,A21N,D,CCU,BLR
6E6439,Bengaluru,Kolkata,IndiGo,A21N,D,BLR,CCU
6E6445,Bengaluru,Cochin,IndiGo,A20N,D,BLR,COK
6E645,Bhubaneswar,Ahmedabad,IndiGo,A20N,D,BBI,AMD
6E6451,Bengaluru,Patna,IndiGo,A20N,D,BLR,PAT
6E6452,Patna,Bengaluru,IndiGo,A20N,D,PAT,BLR
6E6465,Bengaluru,Bhopal,IndiGo,A21N,D,BLR,BHO
6E6466,Bhopal,Bengaluru,IndiGo,A21N,D,BHO,BLR
6E6467,Hyderabad,Raipur,IndiGo,A20N,D,HYD,RPR
6E6469,Lucknow,Kolkata,IndiGo,A20N,D,LKO,CCU
6E6471,Hyderabad,Pune,IndiGo,A20N,D,HYD,PNQ
6E6472,Kolkata,Pune,IndiGo,A20N,D,CCU,PNQ
6E6472,Pune,Coimbatore,IndiGo,A20N,D,PNQ,CJB
6E6473,Pune,Hyderabad,IndiGo,A20N,D,PNQ,HYD
6E648,Mumbai,Bengaluru,IndiGo,A21N,D,BOM,BLR
6E6481,Hyderabad,Vadodara,IndiGo,A20N,D,HYD,BDQ
6E6482,Cochin,Bengaluru,IndiGo,A20N,D,COK,BLR
6E6484,Pune,Ranchi,IndiGo,A20N,D,PNQ,IXR
6E649,Ahmedabad,Mumbai,IndiGo,A20N,D,AMD,BOM
6E6494,Hyderabad,Kolkata,IndiGo,A21N,D,HYD,CCU
6E6501,Kolkata,Varanasi,IndiGo,A20N,D,CCU,VNS
6E6502,Varanasi,Kolkata,IndiGo,A20N,D,VNS,CCU
6E6505,Hyderabad,Bengaluru,IndiGo,A20N,D,HYD,BLR
6E6506,Ahmedabad,Chandigarh,IndiGo,A320,D,AMD,IXC
6E6507,Bengaluru,Rajkot,IndiGo,A320,D,BLR,HSR
6E6508,Rajkot,Bengaluru,IndiGo,A320,D,HSR,BLR
6E651,Mumbai,Delhi,IndiGo,A21N,D,BOM,DEL
6E6513,Kolkata,Hyderabad,IndiGo,A21N,D,CCU,HYD
6E6514,Kolkata,Imphal,IndiGo,A20N,D,CCU,IMF
6E6515,Delhi,Bengaluru,IndiGo,A320,D,DEL,BLR
6E6516,Kolkata,Delhi,IndiGo,A21N,D,CCU,DEL
6E6517,Delhi,Kolkata,IndiGo,A21N,D,DEL,CCU
6E6518,Chennai,Siliguri,IndiGo,A20N,D,MAA,IXB
6E6519,Agartala,Kolkata,IndiGo,A20N,D,IXA,CCU
6E652,Mumbai,Goa,IndiGo,A20N,D,BOM,GOI
6E6523,Mangalore,Mumbai,IndiGo,A20N,D,IXE,BOM
6E6528,Kolkata,Hyderabad,IndiGo,A21N,D,CCU,HYD
6E653,Pune,Patna,IndiGo,A20N,D,PNQ,PAT
6E6532,Hyderabad,Goa,IndiGo,A20N,D,HYD,GOI
6E6535,Bengaluru,Bhubaneswar,IndiGo,A21N,D,BLR,BBI
6E6536,Bhubaneswar,Bengaluru,IndiGo,A21N,D,BBI,BLR
6E6539,Ahmedabad,Chennai,IndiGo,A21N,D,AMD,MAA
6E6541,Bengaluru,Guwahati,IndiGo,A20N,D,BLR,GAU
6E6542,Guwahati,Bengaluru,IndiGo,A20N,D,GAU,BLR
6E6543,Mumbai,Varanasi,IndiGo,A21N,D,BOM,VNS
6E6544,Varanasi,Mumbai,IndiGo,A21N,D,VNS,BOM
6E6549,Mumbai,Mangalore,IndiGo,A21N,D,BOM,IXE
6E6553,Pune,Ahmedabad,IndiGo,A20N,D,PNQ,AMD
6E6556,Ahmedabad,Kolkata,IndiGo,A20N,D,AMD,CCU
6E656,Mumbai,Delhi,IndiGo,A21N,D,BOM,DEL
6E6561,Vadodara,Pune,IndiGo,A320,D,BDQ,PNQ
6E6561,Pune,Kolkata,IndiGo,A320,D,PNQ,CCU
6E6563,Bengaluru,Pune,IndiGo,A21N,D,BLR,PNQ
6E6564,Pune,Bengaluru,IndiGo,A21N,D,PNQ,BLR
6E6566,Indore,Kolkata,IndiGo,A20N,D,IDR,CCU
6E6568,Jaipur,Kolkata,IndiGo,A320,D,JAI,CCU
6E6572,Bengaluru,Kolkata,IndiGo,A21N,D,BLR,CCU
6E6573,Nagpur,Delhi,IndiGo,A320,D,NAG,DEL
6E6574,Delhi,Srinagar,IndiGo,A21N,D,DEL,SXR
6E6576,Delhi,Goa,IndiGo,A320,D,DEL,GOI
6E6582,Delhi,Dehradun,IndiGo,A20N,D,DEL,DED
6E6583,Bengaluru,Goa,IndiGo,A21N,D,BLR,GOX
6E6584,Goa,Bengaluru,IndiGo,A21N,D,GOX,BLR
6E6587,Pune,Delhi,IndiGo,A320,D,PNQ,DEL
6E6589,Bengaluru,Delhi,IndiGo,A21N,D,BLR,DEL
6E659,Coimbatore,Chennai,IndiGo,A20N,D,CJB,MAA
6E6591,Tirupati,Hyderabad,IndiGo,A20N,D,TIR,HYD
6E6595,Bengaluru,Ahmedabad,IndiGo,A21N,D,BLR,AMD
6E6598,Indore,Mumbai,IndiGo,A20N,D,IDR,BOM
6E6601,Delhi,Hyderabad,IndiGo,A21N,D,DEL,HYD
6E6603,Delhi,Goa,IndiGo,A320,D,DEL,GOI
6E6604,Dibrugarh,Delhi,IndiGo,A20N,D,DIB,DEL
6E6606,Tirupati,Hyderabad,IndiGo,A20N,D,TIR,HYD
6E661,Thiruvananthapuram,Bengaluru,IndiGo,A20N,D,TRV,BLR
6E6612,Delhi,Bengaluru,IndiGo,A21N,D,DEL,BLR
6E6613,Mumbai,Delhi,IndiGo,A21N,D,BOM,DEL
6E6615,Delhi,Kolkata,IndiGo,A21N,D,DEL,CCU
6E6616,Kolkata,Aizawl,IndiGo,A20N,D,CCU,AJL
6E6617,Hyderabad,Chennai,IndiGo,A20N,D,HYD,MAA
6E6619,Patna,Mumbai,IndiGo,A20N,D,PAT,BOM
6E662,Cochin,Mumbai,IndiGo,A20N,D,COK,BOM
6E6621,Bengaluru,Delhi,IndiGo,A21N,D,BLR,DEL
6E6622,Delhi,Bengaluru,IndiGo,A21N,D,DEL,BLR
6E6623,Kolkata,Hyderabad,IndiGo,A21N,D,CCU,HYD
6E6624,Delhi,Srinagar,IndiGo,A21N,D,DEL,SXR
6E6626,Bengaluru,Thiruvananthapuram,IndiGo,A21N,D,BLR,TRV
6E6627,Thiruvananthapuram,Bengaluru,IndiGo,A21N,D,TRV,BLR
6E6628,Bengaluru,Thiruvananthapuram,IndiGo,A21N,D,BLR,TRV
6E6629,Thiruvananthapuram,Bengaluru,IndiGo,A20N,D,TRV,BLR
6E663,Patna,Kolkata,IndiGo,A20N,D,PAT,CCU
6E6633,Bengaluru,Chandigarh,IndiGo,A21N,D,BLR,IXC
6E6634,Chandigarh,Bengaluru,IndiGo,A21N,D,IXC,BLR
6E6638,Hyderabad,Jaipur,IndiGo,A20N,D,HYD,JAI
6E6639,Delhi,Madurai,IndiGo,A20N,D,DEL,IXM
6E664,Hyderabad,Kolkata,IndiGo,A21N,D,HYD,CCU
6E6645,Visakhapatnam,Hyderabad,IndiGo,A20N,D,VTZ,HYD
6E6646,Hyderabad,Coimbatore,IndiGo,A20N,D,HYD,CJB
6E665,Goa,Mumbai,IndiGo,A20N,D,GOI,BOM
6E6653,Bengaluru,Goa,IndiGo,A20N,D,BLR,GOI
6E6659,Nagpur,Pune,IndiGo,A20N,D,NAG,PNQ
6E6663,Kolkata,Guwahati,IndiGo,A20N,D,CCU,GAU
6E6664,Guwahati,Kolkata,IndiGo,A20N,D,GAU,CCU
6E6674,Mumbai,Mangalore,IndiGo,A20N,D,BOM,IXE
6E668,Hyderabad,Chennai,IndiGo,A20N,D,HYD,MAA
6E6683,Varanasi,Hyderabad,IndiGo,A21N,D,VNS,HYD
6E6684,Hyderabad,Cochin,IndiGo,A20N,D,HYD,COK
6E6687,Ahmedabad,Jammu,IndiGo,A20N,D,AMD,IXJ
6E669,Raipur,Kolkata,IndiGo,A320,D,RPR,CCU
6.00E+67,Hyderabad,Jeddah,IndiGo,A21N,I,HYD,JED
6E6701,Mumbai,Cochin,IndiGo,A20N,D,BOM,COK
6E6702,Cochin,Mumbai,IndiGo,A320,D,COK,BOM
6E6705,Agartala,Kolkata,IndiGo,A20N,D,IXA,CCU
6E6707,Hyderabad,Cochin,IndiGo,A21N,D,HYD,COK
6E671,Coimbatore,Pune,IndiGo,A20N,D,CJB,PNQ
6E671,Pune,Kolkata,IndiGo,A20N,D,PNQ,CCU
6E6714,Pune,Chennai,IndiGo,A320,D,PNQ,MAA
6E6716,Imphal,Kolkata,IndiGo,A20N,D,IMF,CCU
6E6717,Kolkata,Bhubaneswar,IndiGo,A20N,D,CCU,BBI
6E6719,Hyderabad,Patna,IndiGo,A20N,D,HYD,PAT
6E672,Pune,Varanasi,IndiGo,A20N,D,PNQ,VNS
6E6727,Hyderabad,Ahmedabad,IndiGo,A20N,D,HYD,AMD
6E6728,Ahmedabad,Hyderabad,IndiGo,A20N,D,AMD,HYD
6E673,Mumbai,Cochin,IndiGo,A20N,D,BOM,COK
6E6738,Indore,Bengaluru,IndiGo,A20N,D,IDR,BLR
6E674,Cochin,Mumbai,IndiGo,A20N,D,COK,BOM
6E6743,Bengaluru,Indore,IndiGo,A20N,D,BLR,IDR
6E6744,Indore,Bengaluru,IndiGo,A20N,D,IDR,BLR
6E6745,Pune,Chennai,IndiGo,A21N,D,PNQ,MAA
6E6749,Kolkata,Itanagar,IndiGo,A20N,D,CCU,HGI
6E675,Delhi,Mumbai,IndiGo,A21N,D,DEL,BOM
6E6753,Bengaluru,Goa,IndiGo,A20N,D,BLR,GOI
6E6754,Goa,Bengaluru,IndiGo,A20N,D,GOI,BLR
6E676,Bengaluru,Kolkata,SmartLynx,A320,D,BLR,CCU
6E6779,Bengaluru,Ahmedabad,IndiGo,A21N,D,BLR,AMD
6E678,Bengaluru,Mumbai,IndiGo,A21N,D,BLR,BOM
6E6781,Hyderabad,Madurai,IndiGo,A20N,D,HYD,IXM
6E6782,Madurai,Hyderabad,IndiGo,A20N,D,IXM,HYD
6E6785,Kolkata,Siliguri,IndiGo,A20N,D,CCU,IXB
6E6786,Siliguri,Kolkata,IndiGo,A20N,D,IXB,CCU
6E6793,Bhubaneswar,Kolkata,IndiGo,A320,D,BBI,CCU
6E6797,Chennai,Raipur,IndiGo,A20N,D,MAA,RPR
6E6798,Pune,Nagpur,IndiGo,A320,D,PNQ,NAG
6E6799,Ranchi,Bengaluru,IndiGo,A20N,D,IXR,BLR
6.00E+68,Jeddah,Hyderabad,IndiGo,A21N,I,JED,HYD
6E6801,Bengaluru,Patna,IndiGo,A20N,D,BLR,PAT
6E6803,Nagpur,Bengaluru,IndiGo,A21N,D,NAG,BLR
6E6805,Ahmedabad,Varanasi,IndiGo,A20N,D,AMD,VNS
6E6807,Imphal,Kolkata,IndiGo,A320,D,IMF,CCU
6E6808,Goa,Mumbai,IndiGo,A20N,D,GOI,BOM
6E6809,Coimbatore,Chennai,IndiGo,A20N,D,CJB,MAA
6E681,Chandigarh,Pune,IndiGo,A320,D,IXC,PNQ
6E681,Pune,Cochin,IndiGo,A320,D,PNQ,COK
6E6811,Goa,Lucknow,IndiGo,A20N,D,GOI,LKO
6E6812,Chennai,Coimbatore,IndiGo,A21N,D,MAA,CJB
6E6813,Bengaluru,Delhi,IndiGo,A21N,D,BLR,DEL
6E6814,Delhi,Mumbai,IndiGo,A21N,D,DEL,BOM
6E6815,Chennai,Bengaluru,IndiGo,A320,D,MAA,BLR
6E682,Bengaluru,Mumbai,IndiGo,A21N,D,BLR,BOM
6E683,Mumbai,Chennai,IndiGo,A21N,D,BOM,MAA
6E684,Bengaluru,Hyderabad,IndiGo,A21N,D,BLR,HYD
6E685,Chennai,Mumbai,IndiGo,A21N,D,MAA,BOM
6E6858,Bengaluru,Mangalore,IndiGo,A20N,D,BLR,IXE
